"text","label"
"halki khasi hai",0
"sevr chst tghtnes cant breathe 145",2
"fever",1
"cant breth at all 97",2
"halki khas ihai",0
"saans nahi aa hai 71",2
"high fever no cough",1
"thoda bukhaar hai khansi nahi",0
"palptatons mild",1
"chest tightness cannot breathe emergency 61",2
"fevr 103 body ach",1
"uthh nnahi pa raha oxygen girra hua hai",2
"spo2 low brething issue",2
"behosh ho gaye hain",2
"sevr breathlesness",2
"severe breathlessness patient baat nahi kar pa raha",2
"oxygen low ptient unconscious",2
"sans htodi mushkli hai",1
"breathing problm mild",1
"mild sore throat",0
"paplitations mild",1
"ligth breathing prooblem",1
"routinep hai",0
"bhookh kam lag rahi hai 99 69",0
"thoda weeakness hai",0
"general ewakness feel ho rahih ai",0
"mild hedaache",0
"behosh pade hain pulse nahii aa raha 128",2
"chest mein mild pain hai",1
"bahut zyada bukhaar hai",1
"tez bukahar bnia sardi ke",1
"oxygen rapidly 99",2
"bukhaar body pain no cough no cold",1
"lihgt brething problem 55",1
"mild fever no cold",0
"halki khasi hai",0
"ersspratry distrss sevr",2
"hgh fever no cld",1
"halka body ache 26",0
"chst pin brething problm",2
"kamzori rahi hai",0
"oxgny critcal 38",2
"pateeint oxgyn low",2
"fever with body pain no cold 127",1
"fever body  pain no cold",1
"seene thodi jalan",1
"chest pain itna severe hai emergency call karo",2
"dizziness weakness",1
"slight",0
"mein bahut tez dard saans nahi 143",2
"halki saans ki taklif",1
"miled headache",0
"patient collapsed",2
"cant breth at all",2
"thakaan ho rahi hhai",0
"thodi si fatigue",0
"noroml cold cough 121",0
"mild nausea 23",0
"halki saans ki taklif 71",1
"mujhe tez bukhaar hai cold nahi hai 132",1
"behosh ho gaya pulse high",2
"spo2 low breathing issue 25",2
"bukhr fever 41",1
"sevr chst tghtnes cant breathe",2
"moderate pain",1
"sligtt efver",0
"moderate chest pain",1
"halki saans ki taklif",1
"chst tighttnss",1
"severe chest pain cannto move",2
"oxgyn critcal",2
"minor body ache",0
"cant bretth at",2
"mild chest tightness feel ho rahi hai",1
"sevr chst tightnesss",2
"mild hedaceh",0
"saans nahi aa  rahi hai",2
"oxygn low patint uncconscous",2
"minor issue hai koi nahi",0
"patient respond nahii kar oxygen low",2
"oyxgn critcl",2
"chhati dab rahi hai saans nahi",2
"pet thoda kharab hai",0
"dizzyness weakness",1
"patient hosh mein nahi hai",2
"thoda sar dard h",0
"light breatihng problem",1
"spo2 drop ho raha hai breathing issue 149",2
"oxygen low patient unconscious",2
"saans rukne wali hai 76 120",2
"chhati mein halka dard",1
"fever 102 aur body mein dard 0",1
"midl sa headache ho raha hai 27",0
"ild",1
"high fevver no",1
"slight fevr stable",0
"halka bukhar h",0
"asans ki nali band ho rahi hai",2
"saans nahi aa rahi hai",2
"slight fatiguee",0
"majr issue 27",0
"patient baat nahi kar pa raha oxygen low",2
"minor bodya che 13",0
"slight fevvr stable",0
"sliight cough no fever",0
"saans ruken wali hai 102",2
"seene halka dard",1
"saans lene mein thodi taklif 18",1
"ho rahi hai",0
"mild sa headaceh ho raaha hai",0
"persistent headache with fever 113",1
"oxygn level critcl",2
"halka bukhaar hai 108",0
"attack symptoms severe chest pain",2
"high temperatureb oddy pain",1
"spo2 80 se neeche gaya emergency 6",2
"ruotine hceckup",0
"resspiratory distress severe 47",2
"spo2 ho raha hai breathing",2
"small cut mnior injuryy",0
"cut minori njury",0
"sirf bukhaar hai cold bilkul nahi",1
"minor allergyy",0
"breathing failure",2
"chest pin brething problem",2
"bukhaar 103 koi aur symptom nahi",1
"patient baat nahi kar pa  raha oxygen low 130",2
"breathing problm mild",1
"halki fever hai sardd inahi",0
"lena impossible ho raha hai 59",2
"mlid chest tightness feel ho rahi hai",1
"slight cold hai",0
"bbehosh ho gy pulse high",2
"vfer without",1
"fever without cold 2 din",1
"fever 102 no just body pain 74",1
"fvr 102 body pin",1
"genral weaeknss",0
"imld hedche",0
"dizziness and weakness ho rahi hai",1
"hgh fever no cld 83 57",1
"high bdoy pain",1
"tez bukhaar sardi nahi",1
"pulse bahut fast hai behosh hain",2
"tightnss mild 50",1
"te zbukhaar aur baadan dard",1
"bukhaar high fever",1
"mild fever no cold",0
"norml cold cough",0
"seene mmein itna adrd ki hilna mushkil",2
"oxygen dropping rapidly",2
"chhati mein crusihng dard",2
"mild shortnes of breath 116 144",1
"no complaints",0
"low ptient unconscious",2
"no complaints",0
"chest pin brething problem 66",2
"fvr high no cclld",1
"general waekness feel ho rahi hai",0
"fevr 103 body ach",1
"behosh ho hain",2
"fvr high no cld",1
"behosh ho gy pulse high 33",2
"neend rahi",0
"no majr issue",0
"halka bukhar h 67",0
"dizziness whiel standing",1
"halka bukhar hh",0
"badan garm hai khansi nahi",1
"slight nose",0
"chst crushng pian",2
"heart attack symptoms severe chhest pain",2
"oxygen level critical",2
"fvr 101 headach 54",1
"hig hfvr bina khansi ke",1
"bukhr high feever 28",1
"mild naussea",0
"sans thodi mushkil hai",1
"generel weakkness 98",0
"shortnes of breath",1
"chhoti si lagi",0
"slight cough no fever 46",0
"seene mein itna dard ki hilna mushkil",2
"saans nahi le paa rahe",2
"bahut  zzyada bukhaar hai",1
"mild on exertion",1
"mild headache hor aha hai",0
"chestt pain breathing problem 76",2
"ffever no other symptoms",1
"continnuos fever",1
"spo2 below 90 emergency 136",2
"buhkaar high fever",1
"mild shortnes of 30",1
"severe breathlessness patieent baat nahi kar pa raha",2
"bahut zyada bukhaar hai",1
"fever 102 body",1
"fever without 3 dayss",1
"halka bukhar h 101",0
"thodi kamzori 93",0
"bukhaar nahi bas kamzori",0
"neend nahi aaa rahi",0
"bukhar tez h sardi nhi",1
"mild sore thrroat",0
"miild",1
"fever stable",0
"bukhaar bahut zayda hai",1
"silght fvr",0
"hosh nahi aa raha pulse zyada 135 124",2
"slight cough no fever",0
"chhati mein halka dard",1
"thoda weakness hai 48",0
"emergency unconscious  patient",2
"bukhaar nahi bas kamzori",0
"severe chest pain hai saans nahi aa rahi",2
"normoll cold cough",0
"fvr 102 body pin",1
"severe breathlessness patient baat nahi kar pa raha 93",2
"slight fatigue",0
"slight fever 85",0
"pateint uncosncious oxgyn low",2
"severe chest pain cannot move",2
"high fvr  bina khansi ke 83",1
"normall coldc ough 4",0
"chest mein mild pain hhai",1
"fever with body painn no cold",1
"bohot tez dard saans ruktee ja rahi",2
"general weakness feel ho rahi hai",0
"slight ffvr",0
"thodi kamzori 1466",0
"sveere chest pain cannot move",2
"bukhaar nahi bas kamzori",0
"severe chest tightness cannot breathe emergency",2
"high feve rno ocugh",1
"behosh ho gaya pulse bahut high 10",2
"no majjr issue",0
"mild headche",0
"sirf zukam hai bukahar nahi 50",0
"uthh nahi pa raha oxygen gira hua hai 65 2",2
"sans lene mein thodi problem",1
"fvr high no",1
"bukrh high fever",1
"thoda sar dard h",0
"hosh nahi hai",2
"miled headache",0
"sans lene mein dikkat ho rahi",1
"hosh nahi aa raha pulse zyada",2
"pulse very high unconscious 126",2
"fevr stable",0
"thoda saar dard h",0
"baadan garm hai khansi nahi",1
"mild hecdhe 106",0
"behosh ho g ypulse high",2
"mild 13",0
"chhati mein bahut tez dard saans nahi 119",2
"sirfz ukam hai bukhaar nahi",0
"buhkar tez h sardi nhii",1
"nahi aa rahi",0
"mild hedche 16",0
"thodi kamzori",0
"behosh ho gaya pulse high",2
"continuous fever since 2 days",1
"mild sa headache ho raha ahi",0
"moderate fever wiith chills",1
"high fvr khansi ke",1
"genrl weknesss",0
"chesst pain  breathing problem",2
"emergency hai patient collapse ho gaya",2
"pulse bahu tfast hai beehosh hain",2
"sevr pain cant mov",2
"chest discomfort",1
"saans lena  impossible ho raha hai",2
"behosh pade hain pulse nahi aa arha 141",2
"thodi si fatigue",0
"normol cold cough",0
"oxygn low patit nunconscous",2
"high fever with body ache",1
"thoda sa sir drad",0
"halka bukhar h",0
"oxygen mask chahiye jaldi",2
"spo2 low brething issue",2
"severe chest tightness cannot breathe",2
"mild shortnness of breath 14",1
"chesst crushing pain ho rahi hai",2
"low grade fever 19",0
"spo2 drpping emergeny",2
"patient not breathing properly",2
"genrll wekness",0
"spo2 below 90 emergency 43",2
"mild chest tightness feel ho rahi hai",1
"unresponsive low oxygen",2
"moderate chestt paiin",1
"sans lene mein thodi probllem",1
"chest tightness mild",1
"mlid hedaache 19",0
"breathing thodi difficult ho rahi hai",1
"tez bukhaar hai zuukam naahi",1
"halki zukam hai",0
"efver high hai body pain bhi",1
"seene mein halka",1
"heart attack symptoms severe chest pain",2
"severe breathlessness cannot speak",2
"unresponsive lowo xygen",2
"breathing slighlty difficult",1
"dizziness nd wekness",1
"chti me drd sns nhi rhi",2
"severe breathlessness cannot speak 149",2
"general 35",0
"halkab ukhaar hai",0
"tezz hai zukam nahi",1
"mild chest tightness feeel ho rahi hai",1
"perssitent fever 3",1
"mild chest pain",1
"kamzori lag rahi hai",0
"seerve breathlessness cannot speak",2
"oxygen mask chahiye jaldi",2
"halka bukhar h",0
"severe chest pain hai saaans nahi aa rahi",2
"hgh fveer no",1
"sans thodi mmushkil hai",1
"wekness 60",0
"saans ki nali band ho rahi hai",2
"pateint unconscoiuso xgyn low",2
"critical condition hai oxygen low",2
"bukhaar ke saath ulti 120",1
"fatigue",0
"tthodi si fatigue",0
"normall cold cough",0
"mild",0
"oxygen dropping rapidly",2
"mild sa headache ho raha hai",0
"fever 102 no cough just body pain",1
"pateint uunconscious oxgyn low",2
"bukhaar ke saath ulti",1
"badan mein bahut dard hai bukhaar ke saaath",1
"patient respond nahi karr aha oxygen low 134",2
"bukrh high fever",1
"chst apin",1
"sligt fever 28 9",0
"mild breathlesness",1
"mujhe bukhaar h khansi nhi h",1
"tez bukhaar hai zukam nahi 145",1
"thoda weakness hai 30",0
"thodi muskhil hai",1
"chest tightness mild",1
"chest tightness",1
"breathing slighhtly difficult 136",1
"nahi pa rah aoxygen gira hua hai",2
"sevr breathlesness",2
"thoda sar dard h",0
"oxygen low hai patient unconscciuos",2
"spo2 below 90 emergency",2
"3  din se bukhaar nahi ja raha 26",1
"chest crushing pain radiating",2
"spo2 low brething isue 59 78",2
"chti me drd sns nhi rhi",2
"bukhaar body pain no cough no cold 84",1
"severe chest hai saans nahi aa rahi",2
"light breathing problem",1
"chest crushing pain ho rahi hai",2
"slight cold",0
"mild",0
"chhati mein halka dard",1
"chest crushing pain radiatingg arm",2
"fvr 011 headach 38",1
"cold",0
"slgiht fatigue 109",0
"behoshh og aye hain",2
"fver without  cold",1
"critcl",2
"uthh nahi pa raha oxygen gir ahua hai",2
"respiratory distress seevere 129",2
"halki khasi",0
"severe chest pain hai saans nahi aa rahi",2
"pulse bahut fast ahi behhosh hain",2
"emergency unconscious patient",2
"chaati me dard saans nahi aa rahi 43",2
"fever 101 headache",1
"persistent feevr 3 days 68",1
"sirf zzukam hai bukhaar nahi",0
"oxygen critical pe hai",2
"severe chest pain acnnot move 117",2
"persistent fever days",1
"unresponsive low oxygen 127",2
"spo2 drop ho raha hai rbeathing isssue",2
"high fever no",1
"patient not breathing properly",2
"fever without cold 3 days",1
"sligt fever",0
"and weakness",1
"seene mein halka dard",1
"severe chest tightness cannot breathe emergency",2
"emergency hai patient collapse ho gaya",2
"neend nahia rahi",0
"oxygn levvelc ritcl",2
"oxygen bahut kam hai",2
"cehst pain",1
"patient hosh mein nahi hai",2
"respratry distrss sevr",2
"seene meein thodi jalan",1
"bukhaar 102 khansi nahi",1
"heart attack symptoms severe chest pain",2
"chhati bahut tez dard saans nahii",2
"halki zukam hai",0
"seene mein thodi jalan",1
"sans lene mein dikkat ho rahi hai",1
"patient collapsed",2
"heart attack symptoms severe chest pain 103 111",2
"dizzziness nd wekness",1
"thoda sar dard h",0
"ooxygen critical pe hai",2
"chest tightness mild",1
"oxygen low patient unconscious",2
"fever 101 no runny nose",1
"routine checkup 45",0
"chestt crushing paain radiating arm",2
"chst ppin brething problm",2
"fever hai but cold nahi 3 days  se 133",1
"slight fevr stable 111",0
"mild sa bukhhar h stable h",0
"bukhaar hai khansi nahi",1
"bbadan garm hia khansi nahi",1
"persistent headache wiith fever",1
"halki khasi hai",0
"fever 101 headache1 37",1
"no major issue 113 60",0
"slight fevr stable 126",0
"sligh tfvr 70",0
"generel weakness",0
"no majr issue",0
"badan garm hai khansi nahi",1
"cant breth at all",2
"no complaints",0
"saans lenah o raha hai",2
"behosh ho gaye hain",2
"seene mein dard ki hilnam ushkil",2
"fever 102 aur body mein dard",1
"modrte chestp ain 102",1
"slght fveer staable",0
"seen emein thodi jalan",1
"oxygeng ri raha hai patient unconscious hai",2
"halki fever hai sardii nahi",0
"sirf halka bukhaar hai cold nahi",0
"chest crushing pain radiatin garm",2
"oxygen level gir rah aahi",2
"continuous fever since 2 days",1
"no mjor",0
"emergency hai patient collapse ho gaya 28 37",2
"pet thoda hai 58",0
"saans nahi le pa rah ehain",2
"dizziness and weakness ho rahih ai 140",1
"patient unconscious not responding",2
"chhati mein bahut etz dard saans nahi",2
"chst tightnss mild 96",1
"patient not breathing",2
"emergency unconscious ppatient",2
"chti me drd sns nhi rhi",2
"thodi khansi hai",0
"sirf halka bukhaar hai cold nahi",0
"sirf zukam hai ubkhaar",0
"sans lene mein thodi problem",1
"normal cold cough",0
"chest crushing pain radiating 125",2
"light breathing problem 49",1
"esvr chstt ghtnes cant breathe",2
"seene itna dard ki hilna mushkil",2
"chhati mein crushing dard 40",2
"saans nahi aa rahi hhai",2
"respratry distrss sevr",2
"mild nauusea",0
"weakness 50",0
"oxygen mask jaldi",2
"saans nahi le pa rahee hain 69",2
"routine problem hai",0
"severe chest pain cannot move",2
"generel 3",0
"mild nausea",0
"while standing",1
"mild sa bukhar h stabl eh 52",0
"slighht fever stable 92",0
"high temperature body pain",1
"mild sore throaat 102",0
"low fever stable",0
"tez bukhaar aur badan dard 61",1
"emergency hai patient collapse ho gaya",2
"chest tightness mild",1
"oxygen mask chahiye patient unconscious",2
"pet mein thoooda dard",0
"breathing thodi difficult ho rahi hai 118",1
"bukhaar hgh  fever 130",1
"allergy",0
"chest mild",1
"behosh ho gaya pulse bahut high 19",2
"oxygen level critcail",2
"spo2 drppin gemergeny 110",2
"fever 102 couhg just body pain",1
"high fvr bina khansi ke",1
"hosh nahi aa pulse zyada",2
"mild hedche 118",0
"fever without coold 3 days",1
"patient ohsh mein nahi hai 95",2
"routine checkup",0
"mild breathllessness exertion",1
"chest crushing ho rahi hai",2
"bukhaar hai khansi nahi",1
"modrte chest pain 100",1
"normol cold cough",0
"nno major isssue",0
"feverw cold 3 days",1
"hosh nahi aa raha zyada",2
"fever with body pain no cold",1
"chst cruhsng pain 1",2
"discomfrt",1
"bukhaar nahi bas kamzori",0
"critical condition hai oxygen low",2
"102 boyd pin",1
"mild hedche",0
"oxygen low ptient unconscious",2
"generl weknness 44",0
"snas thodi  mushkil hai",1
"behosh pade hain pulse nahi aa raha",2
"chest crushing pain ho rahi hai 99",2
"mask jaldi",2
"mild chest pain",1
"bukhaaar zyada hai",1
"thoda bukhaar hai khansi nahi",0
"mild fever no codl 7",0
"high fever without cold symptoms 55",1
"halki zukam",0
"critical breathing",2
"behosh hog aya pulse bhaut high",2
"severe breathlessness patient baat nahi kar pa raha",2
"dizzyenss weakness",1
"bukhhaar nahi bas kamzori",0
"dicsomfort ho raha hai",1
"bukhaar body pain no cough no cold",1
"mild chest tightness feel ho rahi hai 100",1
"cnontinuos fever",1
"major issue 4",0
"bahut zyada bukhaar hai 63",1
"mild tightness feel ho rahi hai 97",1
"patient hosh mei nnahi hai",2
"mild breathlessness on exertion 41",1
"saans nahi aa rahi hai",2
"mujheb ukhaar h khnasi nhi h",1
"patient not breathing properly",2
"badan garm hai khansi nahi",1
"spo2 low brething issue 119",2
"minor allergy",0
"behosh ho gaya pulse high 47",2
"no",0
"chest discomfrto mild",1
"pet kharab",0
"persistent fever 3 dasy 146",1
"behosh ho gaya pulse high 13 23",2
"behosh ho gy pulse high",2
"mild feverr without cold",0
"fever 101 runny nose",1
"tez bukhaar aur badan dard",1
"fvr high no cld",1
"mild sa bukhar h stable h",0
"fever with body ache 137",1
"seene mein halka dard",1
"oxgyen critical level pe hai",2
"halka bukhar h",0
"no majr issue",0
"halki saans ki taklif 132",1
"slight cold hai",0
"condition hai oxygen low",2
"bukhaar haii khansi nahi",1
"bhookh kkam lag rahi hai",0
"cannnot breathe at all",2
"oxygen ccritical level pe hai",2
"braething problm mlid",1
"miled headache",0
"sevr chst tightness",2
"kamzori lag rahi hia",0
"halki hkasi haii",0
"oxygen low patient unconscious 82",2
"thodis i fatigue",0
"oxygn low patint unconscous",2
"fvr 102 body pin",1
"mild 33",1
"breathlesness",1
"saans ki band ho rahi hai",2
"halkki zukam hai",0
"efver 102 aur body dard",1
"dizziness and weakness ho rahi hai",1
"breth a tall",2
"resrpatry distrss esvr",2
"severe chest tightness cannot breathe emergency 143",2
"normal uzkma",0
"chhati mein bahut tez dard saans",2
"fever high hai body pain bhi 124",1
"oxygen mask chahiye jaldi",2
"fever 102 no cold just weakness",1
"tigthness mild",1
"heart attack symptoms severe chest pain",2
"chst tightnss mild",1
"chest",1
"kamzori lag raahi hai 103",0
"minor stomach 59",0
"bukhr high fever",1
"milds a bukhar h stable h",0
"saans rukne wali hai",2
"pulse very high unconscious",2
"severe chest pain cannot move 61",2
"severe chest tightness cannot breathe emergency",2
"persistent headache with fever",1
"seevr chst tigthness",2
"pet mein thoda dard 114",0
"bukhaar ke saatth",1
"generel weakneess",0
"bukhaar hgh 146",1
"mild breathlesssness on exertion",1
"bukhaar nahi bas kamzori 125 18",0
"halka bukhar h",0
"halki saans ki taklif",1
"high fever",1
"sligt fever 96",0
"mild heddaache",0
"emergency unconscious patient",2
"severe breathlessness cannot speak",2
"sevr chst 102",2
"mild nausea",0
"saans ki nali band hor ahi hai 79",2
"sirf zukam hai bukhaar nahi",0
"chakkaar aa rahe haiin",1
"chest discomfort mild",1
"mild sa headache ho raha hai",0
"halka bukhaar hai 16",0
"thodi kamzori",0
"thodi si fatigue 31",0
"pateint unconscious oxgyn low",2
"fever withoutt cold 3 days",1
"patientt baat nahi kar pa raha oxygen low",2
"spo2 low brething issue 18",2
"low fever no cough no colld",0
"spo2 drrpping emergeny",2
"oxxygen low patient unconscious",2
"bukhaar hai khansi naahi",1
"fever aurb ody mein dard",1
"seene mein halka dard1 7",1
"fever 1002 aur body dard",1
"thhoda sa sir dard",0
"fever 103 no other symptoms 45 58",1
"mild fever cold",0
"saans rukne wali hai 126",2
"chakkar aa rahe hain",1
"breathlessness speak",2
"cchest mein mil dpain hai",1
"oxygen mask cahhiye patient unconscious 132",2
"egneerel weakness",0
"slight fatigue",0
"cant rbeth at aall",2
"chhoti si chot lagi",0
"pateinnt unconscious oxgyn low",2
"severe chest pain cannot moev 83",2
"chest crushing pain raditaing arm",2
"respratry distrss sevr",2
"chhati dab rahi hai saans 40",2
"cannot breathe at all",2
"khansi hai",0
"spo2 low brethinng issue",2
"miled",0
"minor issue hai koi badi abat nahi 111",0
"slight codl hai",0
"chst tightnss",1
"mild chest pain",1
"midl chst pain",1
"oxygn level ccritcl 43",2
"unresponsive low oxygen 37 125",2
"thodi si",0
"normol cold cough",0
"fever with vomiting",1
"generl",0
"slight feveer stable",0
"fevr stable",0
"thoda sar dard h",0
"sevvr chst tightnses",2
"slight cough no fever",0
"mild",0
"heddaache",0
"chest pain breathing problem 143",2
"behosh ho gaya pulse high",2
"small cut minor",0
"mil dhedache",0
"omderate cchest pain",1
"cannot breathe at all",2
"oxygen dropping rapidly",2
"thakaan ho rahi 41",0
"bukhaar fever",1
"patient respond naih kar raha oxygen low",2
"oxygen mask chahiey patient unconscious",2
"pulse very high unconscious",2
"badan hai khansi nahi",1
"low fevver stable 58",0
"grade fever 135",0
"sans lene mein dikkat ho rahi hai",1
"fevr 1033 body",1
"thoda bukhaar hai nahi",0
"fever hai sstable hai",0
"thoda sar dard h",0
"mild breathlessness on exertion",1
"chest 23",1
"mild sore throat",0
"allergy 122",0
"saans bilkul nahi aa rahi emergency hai",2
"oxygen level gir raha hai 26 7",2
"mild hedche",0
"tez bukhaar aur badan dard",1
"chest mein bahut tez dard saaans ruk rahi",2
"neend nhai aa rahi 80",0
"generla weakness feel ho rahii hai",0
"fever hai sardi nahi",0
"generrl wkeness",0
"sirf haai bukhaar nahi",0
"critical condition hai oxygen low",2
"normall cold cough",0
"chti me drd sns nhi",2
"continuous fever since 2 days 89",1
"wihtout cold 3 days",1
"behosh ho gaya pulse  bahut high",2
"grade fever 29",0
"general weakkness feel ho rahi hai",0
"oxygen low hai patient unconscious",2
"hosh nahi aa raha pulse zyada 18 3",2
"thodi kamzori",0
"mild chst pain",1
"chhati dab rahi hai saans nahi",2
"genrl wekness",0
"breathing problm mild",1
"heart attack syymptoms severe chest pain",2
"oxygen low unconscious",2
"fever 102 aur body mein dard 122",1
"noraml cold",0
"behosh ho gy apulse hgh",2
"fver withoout",1
"imnor body cahe",0
"chhati dab rahi hia asans nahi",2
"halka bukhar",0
"mild nausea",0
"behohs ho gaye hain",2
"saans impossible ho rahah ai",2
"patitent respond nahi kar raha oxygen low",2
"chhoti si cchot lagi",0
"seen emein discomfort 39",1
"routnie checkup",0
"mild fever no cold",0
"kamzori lag rahi",0
"thoda sa sir dard",0
"dizziness feel ho raha hai 117",1
"bukhaa rhgh fever 78",1
"chaati me darrd saans nahi aa rahi",2
"miled headache 73",0
"bhookh kam lag rahi hai",0
"miild",0
"low grade  fever",0
"breathlesness",2
"patient hosh mein nahi hai",2
"uthh nahi pa raha oxygen gira hua hai",2
"imld chst pain",1
"emergenncy hai patient collapse ho gyaa",2
"halka sa body ache 107",0
"minor issue haii koi badi baat nahi 100",0
"oxygen low ptient unconsscious",2
"si fatiggue",0
"high no colld",1
"breathing slightly",1
"fvr 102 body pin",1
"saanss lenaa impossible ho raha hai",2
"mild fevern  ocold",0
"oxygen low patient unocnscious 36",2
"uthh nahi pa raha oxygen gira hua haii",2
"mild chhest pain",1
"bukhaar ke saath ulti",1
"mildh edche",0
"high temperatture body pain",1
"bukhaar hgh fever 107 117",1
"tez bkuhaar sardi nahi 54",1
"mild sohrtness of breath",1
"slight runny nose",0
"no mjor issue",0
"high fvr bina khansi ke",1
"mild throat",0
"sans thodi mushhkil hai 144",1
"chest crushing pain ho rahi hai 90",2
"chest pain itna severe hai emergency call karo",2
"chest discomfort mild",1
"eprsistent headache with fever 103",1
"badan garm hai khasni",1
"sevr chst tightness",2
"halki hai",0
"tez hs ardi nhi",1
"uplse very high unconsciious",2
"patietn unconscious not respondding",2
"respiratory diistress severe 8",2
"sans lene mein thodi problem",1
"thoda fever hai stable hai",0
"uthh nahi pa raha oxygen gira hua hai",2
"bukhr high fever",1
"patient respond nahi kar raha oxygen low 120",2
"chest crushing pain ho rahi hai",2
"high wihtout cold symptoms",1
"chati mein dard sans nahi aa rahi",2
"chati meeind ard sans nahi aa rahi",2
"bukhaar hai khansi nahi",1
"dizzyness weaknesss",1
"slight cough no fever",0
"bukhaar body pain no cough nno cold",1
"saans bilkul nahi  aa rahi emergency hai 4",2
"not breathing properly",2
"sir meein halka dard",0
"severe chest pain hai saans nahi aa rahi",2
"bukhaar bahut zyada hai",1
"severe chest pain hai saans nahi aa rahi",2
"palptatons mild 127",1
"sspo2 low brething isue",2
"patient collapsed 29",2
"majr issue",0
"chhoti si chot lagi",0
"3di nse bukhaar nahi ja raha",1
"bohot tez ddard saans ruktee ja rahii",2
"hosh nahi aa raha pulse 24",2
"persistent fever 3 days",1
"tez bukhaar hai zukam nahi 115 41",1
"kamzori llag rahhi hai",0
"seene mein thodij alan",1
"sans lene mein thodi problem",1
"uthh nahi pa raha oxygen gira hua",2
"hlaka bukhar h 34",0
"mujhe h khansi nhi h",1
"chest pain itna seveer hai emergencyy call karo",2
"thodi khansi hai",0
"bukhaar hai khanis nahi",1
"unrespponsive oxygen",2
"bukhaar 101 sir dard",1
"emergency collapse ho gaya",2
"bahut zyada bukhaar hai",1
"pulse bahut fast hai behosh hain",2
"chhoti si chot lagi",0
"chati mein dard sans nahi aa rahi",2
"chst mild 8",1
"halka bukhar h 111",0
"fever 102 bod ypain",1
"generl wekness",0
"modearte chest pain",1
"emergency unconscious patient 17 110",2
"chestt crushing pain ho rahi hai",2
"pulse bahut fast hai behosh hain",2
"halki khasi hai 136",0
"pet mein thoda adrd",0
"bohot tez dard saans ruktee ja rahi",2
"fver wtihout cold",1
"kamzori lag rahi hai 34",0
"mild pain 109",1
"no major",0
"fever 101 headache",1
"collapseed",2
"runyn nose",0
"halki saans ki taklif",1
"behosh ho gaya pulse high",2
"slight aftigue",0
"cnotinuous fever since 2 days 71",1
"chest tightness midl 15",1
"sirf halka bukhaar hai cold nahi",0
"chest pain breathing problem",2
"minor stomach upset",0
"palpittaions mild",1
"genearl weakness",0
"tez zbukhaar bina sardi ke",1
"breathing problm mild",1
"fvr 101 headach 39",1
"puulse very high aur behosh hain 72",2
"patient hosh mein nahi hai",2
"pallpitations mild",1
"no compalintts",0
"behosh  ho gaye hhain",2
"oxygn low patint",2
"spo2 drpping emergeny",2
"fevr 013 body ach 138",1
"chhati mein dard",2
"cheest crushing pain ho rrahi hai",2
"thoda bukhaar khansi nahi",0
"persistnt headache fever",1
"ggernal weakness",0
"routine checkup 42",0
"spo2 droop ho raha hai breathing issue",2
"halka bukhaar hai",0
"mein bahtu tez dard saans nahi",2
"genrl wekness 146",0
"palptatons mild 114",1
"behosh ho gya pulse hgh 1123",2
"fvr 101 ehadach",1
"fver without cold",1
"oxgyn circtal",2
"slight cold hai",0
"bahut zyada bukhaar 141",1
"fever 101 headache",1
"cant breth at all",2
"below 90 eemergency",2
"severe chest pain hais aans nahi aa rahi 49",2
"spo2 low brething isue 107 123",2
"high fever without cold symptoms 94",1
"light brething problem",1
"10 2body pin",1
"chha timein halka dard",1
"behosh ho gya pulse hgh",2
"majorr problem hai",0
"ffver without cold",1
"minor issue hai koi badi baat nahi",0
"slight fevr stable",0
"oxygn low patint unconscous",2
"continuous fevers ince 2 days 55",1
"sirf zukam hai bukhaar nahi",0
"kamzori lag haai",0
"uthh nahi pa raha oxygen gira hua hai 142",2
"mildd shortnes of breath 66",1
"aa rahee hain",1
"pulse bahut afst  hai behosh hain",2
"on majr issue",0
"saans ki nali band rahi hai",2
"continuous fever since 2 days",1
"midl shortnes of breath 37",1
"low fever no cough no cold",0
"mild chest tightness feel ho rahi hai",1
"mild",0
"sans lene mein thodi problem",1
"patient collapse gyaa",2
"hcest discomfort ho raha hai",1
"low fever no cough no cold",0
"isr halka dard",0
"severe chets pain hai saans nahi aa rhai",2
"headcahe",0
"uthh pa raha oxygen gira hua hai 75",2
"oxygen patient unconscious",2
"fever 102 bdyo pain",1
"tez bukhaar bina sardi ke",1
"moderate fever with chills",1
"diizziness nd",1
"miled headache",0
"hcest tightness mild",1
"oxygen low ptient unconscious",2
"collapse ho",2
"seevre chest pain hai saans nahi aa rahi 107",2
"severe chest pain hai saans snahi aa rahi",2
"chakkar aa rahe hain",1
"hdeaache",0
"neend nahi aaa rahi",0
"minor issu ehai koi badi baat nahi 87",0
"oxygn level critcl",2
"oxygen gir hai patient hai",2
"pateint unconscious oxgyn low",2
"small cut  minor injury 125",0
"chahti mein halka dard 96",1
"with vomitiing",1
"3 din se bukhaar nahi ja raha",1
"patient collapsed",2
"mild breathlessness on exeertion",1
"severe chest tightnes scannot breathe 124",2
"oxgyn critcal  85",2
"tez bukhaar hai zukam nahi",1
"slight no fever",0
"hgh fever no 50",1
"kammzori lag rahi hai",0
"chest tightness mild 144",1
"slight fvr",0
"no issue",0
"geenerl wekness",0
"severe breathlessness patient baat nahi kar pa raha",2
"oxygn level critcl 14 120",2
